cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_2282,KERALA_DC_04,CS,CPC_GENERAL,2018,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_2283,KERALA_DC_04,CS,CPC_GENERAL,2018,Final Arguments / Judgment,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_2284,KERALA_DC_04,CS,CPC_GENERAL,2018,Pleadings / Issues,1,119,119,119,SYNTHETIC_AUGMENTED
COHORT_2285,KERALA_DC_04,CS,CPC_GENERAL,2018,Summons / Appearance,3,147,147,147,SYNTHETIC_AUGMENTED
COHORT_2286,KERALA_DC_04,CS,CPC_GENERAL,2020,Evidence / Argument,8,234.5,347,422,SYNTHETIC_AUGMENTED
COHORT_2287,KERALA_DC_04,CS,CPC_GENERAL,2020,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_2288,KERALA_DC_04,CS,CPC_GENERAL,2020,Final Arguments / Judgment,2,135.0,62,62,SYNTHETIC_AUGMENTED
COHORT_2289,KERALA_DC_04,CS,CPC_GENERAL,2020,Pleadings / Issues,3,127,127,127,SYNTHETIC_AUGMENTED
COHORT_2290,KERALA_DC_04,CS,CPC_GENERAL,2020,Summons / Appearance,2,195.5,163,163,SYNTHETIC_AUGMENTED
COHORT_2291,KERALA_DC_04,CS,CPC_GENERAL,2022,Evidence / Argument,11,205,235,340,SYNTHETIC_AUGMENTED
COHORT_2292,KERALA_DC_04,CS,CPC_GENERAL,2022,Filing / Registration,3,22,22,22,SYNTHETIC_AUGMENTED
COHORT_2293,KERALA_DC_04,CS,CPC_GENERAL,2022,Final Arguments / Judgment,6,93.5,98,142,SYNTHETIC_AUGMENTED
COHORT_2294,KERALA_DC_04,CS,CPC_GENERAL,2022,Pleadings / Issues,6,112.0,116,268,SYNTHETIC_AUGMENTED
COHORT_2295,KERALA_DC_04,CS,CPC_GENERAL,2022,Summons / Appearance,11,66,80,149,SYNTHETIC_AUGMENTED
COHORT_2296,KERALA_DC_04,CS,CPC_GENERAL,2024,Evidence / Argument,6,121.0,135,282,SYNTHETIC_AUGMENTED
COHORT_2297,KERALA_DC_04,CS,CPC_GENERAL,2024,Filing / Registration,1,20,20,20,SYNTHETIC_AUGMENTED
COHORT_2298,KERALA_DC_04,CS,CPC_GENERAL,2024,Final Arguments / Judgment,4,62.5,70,70,SYNTHETIC_AUGMENTED
COHORT_2299,KERALA_DC_04,CS,CPC_GENERAL,2024,Pleadings / Issues,3,86,86,86,SYNTHETIC_AUGMENTED
COHORT_2300,KERALA_DC_04,CS,CPC_GENERAL,2024,Summons / Appearance,5,115,237,237,SYNTHETIC_AUGMENTED
COHORT_2301,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2018,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_2302,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,322,322,322,SYNTHETIC_AUGMENTED
COHORT_2303,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2020,Final Arguments / Judgment,1,194,194,194,SYNTHETIC_AUGMENTED
COHORT_2304,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2020,Pleadings / Issues,4,77.0,105,105,SYNTHETIC_AUGMENTED
COHORT_2305,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,3,212,212,212,SYNTHETIC_AUGMENTED
COHORT_2306,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,3,272,272,272,SYNTHETIC_AUGMENTED
COHORT_2307,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_2308,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,4,99.0,142,142,SYNTHETIC_AUGMENTED
COHORT_2309,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,2,157.5,29,29,SYNTHETIC_AUGMENTED
COHORT_2310,KERALA_DC_04,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,1,187,187,187,SYNTHETIC_AUGMENTED
COHORT_2311,KERALA_DC_04,WP_C,WRIT_GENERAL,2018,Evidence / Argument,2,415.5,309,309,SYNTHETIC_AUGMENTED
COHORT_2312,KERALA_DC_04,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_2313,KERALA_DC_04,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,166,166,166,SYNTHETIC_AUGMENTED
COHORT_2314,KERALA_DC_04,WP_C,WRIT_GENERAL,2020,Filing / Registration,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_2315,KERALA_DC_04,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,3,102,102,102,SYNTHETIC_AUGMENTED
COHORT_2316,KERALA_DC_04,WP_C,WRIT_GENERAL,2020,Summons / Appearance,5,213,308,308,SYNTHETIC_AUGMENTED
COHORT_2317,KERALA_DC_04,WP_C,WRIT_GENERAL,2022,Evidence / Argument,6,177.5,179,213,SYNTHETIC_AUGMENTED
COHORT_2318,KERALA_DC_04,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,27.5,27,27,SYNTHETIC_AUGMENTED
COHORT_2319,KERALA_DC_04,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,3,80,80,80,SYNTHETIC_AUGMENTED
COHORT_2320,KERALA_DC_04,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,8,115.0,127,135,SYNTHETIC_AUGMENTED
COHORT_2321,KERALA_DC_04,WP_C,WRIT_GENERAL,2022,Summons / Appearance,5,196,220,220,SYNTHETIC_AUGMENTED
COHORT_2322,KERALA_DC_04,WP_C,WRIT_GENERAL,2024,Evidence / Argument,2,239.5,115,115,SYNTHETIC_AUGMENTED
COHORT_2323,KERALA_DC_04,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,2,48.5,45,45,SYNTHETIC_AUGMENTED
COHORT_2324,KERALA_DC_04,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,154,154,154,SYNTHETIC_AUGMENTED
COHORT_2325,KERALA_DC_04,WP_C,WRIT_GENERAL,2024,Summons / Appearance,5,105,139,139,SYNTHETIC_AUGMENTED
COHORT_2326,KERALA_DC_05,BA,BAIL_GENERAL,2018,Evidence / Argument,2,358.5,215,215,SYNTHETIC_AUGMENTED
COHORT_2327,KERALA_DC_05,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,3,59,59,59,SYNTHETIC_AUGMENTED
COHORT_2328,KERALA_DC_05,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,100,100,100,SYNTHETIC_AUGMENTED
COHORT_2329,KERALA_DC_05,BA,BAIL_GENERAL,2018,Summons / Appearance,2,96.5,90,90,SYNTHETIC_AUGMENTED
COHORT_2330,KERALA_DC_05,BA,BAIL_GENERAL,2020,Evidence / Argument,5,156,184,184,SYNTHETIC_AUGMENTED
COHORT_2331,KERALA_DC_05,BA,BAIL_GENERAL,2020,Filing / Registration,1,8,8,8,SYNTHETIC_AUGMENTED
COHORT_2332,KERALA_DC_05,BA,BAIL_GENERAL,2020,Pleadings / Issues,4,80.5,101,101,SYNTHETIC_AUGMENTED
COHORT_2333,KERALA_DC_05,BA,BAIL_GENERAL,2020,Summons / Appearance,4,283.5,318,318,SYNTHETIC_AUGMENTED
COHORT_2334,KERALA_DC_05,BA,BAIL_GENERAL,2022,Evidence / Argument,10,202.0,317,418,SYNTHETIC_AUGMENTED
COHORT_2335,KERALA_DC_05,BA,BAIL_GENERAL,2022,Filing / Registration,4,23.5,30,30,SYNTHETIC_AUGMENTED
COHORT_2336,KERALA_DC_05,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,8,83.0,112,129,SYNTHETIC_AUGMENTED
COHORT_2337,KERALA_DC_05,BA,BAIL_GENERAL,2022,Pleadings / Issues,8,89.5,130,221,SYNTHETIC_AUGMENTED
COHORT_2338,KERALA_DC_05,BA,BAIL_GENERAL,2022,Summons / Appearance,9,94,131,194,SYNTHETIC_AUGMENTED
COHORT_2339,KERALA_DC_05,BA,BAIL_GENERAL,2024,Filing / Registration,4,11.0,13,13,SYNTHETIC_AUGMENTED
COHORT_2340,KERALA_DC_05,BA,BAIL_GENERAL,2024,Pleadings / Issues,6,157.5,166,221,SYNTHETIC_AUGMENTED
COHORT_2341,KERALA_DC_05,BA,BAIL_GENERAL,2024,Summons / Appearance,7,217,219,265,SYNTHETIC_AUGMENTED
COHORT_2342,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,2,178.5,55,55,SYNTHETIC_AUGMENTED
COHORT_2343,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_2344,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Final Arguments / Judgment,2,57.5,38,38,SYNTHETIC_AUGMENTED
COHORT_2345,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,6,79.5,87,229,SYNTHETIC_AUGMENTED
COHORT_2346,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,163,163,163,SYNTHETIC_AUGMENTED
COHORT_2347,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_2348,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,2,59.5,27,27,SYNTHETIC_AUGMENTED
COHORT_2349,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,4,224.5,358,358,SYNTHETIC_AUGMENTED
COHORT_2350,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,5,188,261,261,SYNTHETIC_AUGMENTED
COHORT_2351,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,47,47,47,SYNTHETIC_AUGMENTED
COHORT_2352,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,5,75,166,166,SYNTHETIC_AUGMENTED
COHORT_2353,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,6,104.0,154,226,SYNTHETIC_AUGMENTED
COHORT_2354,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,436.5,423,423,SYNTHETIC_AUGMENTED
COHORT_2355,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,2,21.5,11,11,SYNTHETIC_AUGMENTED
COHORT_2356,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,2,64.5,64,64,SYNTHETIC_AUGMENTED
COHORT_2357,KERALA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,165.0,93,93,SYNTHETIC_AUGMENTED
COHORT_2358,KERALA_DC_05,CS,CPC_GENERAL,2018,Evidence / Argument,1,188,188,188,SYNTHETIC_AUGMENTED
COHORT_2359,KERALA_DC_05,CS,CPC_GENERAL,2018,Filing / Registration,1,44,44,44,SYNTHETIC_AUGMENTED
COHORT_2360,KERALA_DC_05,CS,CPC_GENERAL,2018,Summons / Appearance,1,32,32,32,SYNTHETIC_AUGMENTED
COHORT_2361,KERALA_DC_05,CS,CPC_GENERAL,2020,Evidence / Argument,1,327,327,327,SYNTHETIC_AUGMENTED
COHORT_2362,KERALA_DC_05,CS,CPC_GENERAL,2020,Filing / Registration,1,7,7,7,SYNTHETIC_AUGMENTED
COHORT_2363,KERALA_DC_05,CS,CPC_GENERAL,2020,Final Arguments / Judgment,3,74,74,74,SYNTHETIC_AUGMENTED
COHORT_2364,KERALA_DC_05,CS,CPC_GENERAL,2020,Pleadings / Issues,1,133,133,133,SYNTHETIC_AUGMENTED
COHORT_2365,KERALA_DC_05,CS,CPC_GENERAL,2020,Summons / Appearance,9,100,239,265,SYNTHETIC_AUGMENTED
COHORT_2366,KERALA_DC_05,CS,CPC_GENERAL,2022,Evidence / Argument,10,358.0,372,407,SYNTHETIC_AUGMENTED
COHORT_2367,KERALA_DC_05,CS,CPC_GENERAL,2022,Filing / Registration,3,30,30,30,SYNTHETIC_AUGMENTED
COHORT_2368,KERALA_DC_05,CS,CPC_GENERAL,2022,Final Arguments / Judgment,4,110.0,144,144,SYNTHETIC_AUGMENTED
COHORT_2369,KERALA_DC_05,CS,CPC_GENERAL,2022,Pleadings / Issues,5,112,147,147,SYNTHETIC_AUGMENTED
COHORT_2370,KERALA_DC_05,CS,CPC_GENERAL,2022,Summons / Appearance,11,150,288,312,SYNTHETIC_AUGMENTED
COHORT_2371,KERALA_DC_05,CS,CPC_GENERAL,2024,Evidence / Argument,7,206,296,298,SYNTHETIC_AUGMENTED
COHORT_2372,KERALA_DC_05,CS,CPC_GENERAL,2024,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_2373,KERALA_DC_05,CS,CPC_GENERAL,2024,Final Arguments / Judgment,2,112.0,85,85,SYNTHETIC_AUGMENTED
COHORT_2374,KERALA_DC_05,CS,CPC_GENERAL,2024,Pleadings / Issues,1,178,178,178,SYNTHETIC_AUGMENTED
COHORT_2375,KERALA_DC_05,CS,CPC_GENERAL,2024,Summons / Appearance,6,182.5,211,357,SYNTHETIC_AUGMENTED
COHORT_2376,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2018,Final Arguments / Judgment,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_2377,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2018,Pleadings / Issues,1,125,125,125,SYNTHETIC_AUGMENTED
COHORT_2378,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,3,98,98,98,SYNTHETIC_AUGMENTED
COHORT_2379,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,1,220,220,220,SYNTHETIC_AUGMENTED
COHORT_2380,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,3,206,206,206,SYNTHETIC_AUGMENTED
COHORT_2381,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_2382,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,3,65,65,65,SYNTHETIC_AUGMENTED
COHORT_2383,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2024,Evidence / Argument,2,206.5,175,175,SYNTHETIC_AUGMENTED
COHORT_2384,KERALA_DC_05,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,3,152,152,152,SYNTHETIC_AUGMENTED
COHORT_2385,KERALA_DC_05,WP_C,WRIT_GENERAL,2018,Pleadings / Issues,1,109,109,109,SYNTHETIC_AUGMENTED
COHORT_2386,KERALA_DC_05,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,59,59,59,SYNTHETIC_AUGMENTED
COHORT_2387,KERALA_DC_05,WP_C,WRIT_GENERAL,2020,Evidence / Argument,2,326.0,307,307,SYNTHETIC_AUGMENTED
COHORT_2388,KERALA_DC_05,WP_C,WRIT_GENERAL,2020,Filing / Registration,2,26.5,20,20,SYNTHETIC_AUGMENTED
COHORT_2389,KERALA_DC_05,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,2,63.5,38,38,SYNTHETIC_AUGMENTED
COHORT_2390,KERALA_DC_05,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,4,155.0,184,184,SYNTHETIC_AUGMENTED
COHORT_2391,KERALA_DC_05,WP_C,WRIT_GENERAL,2020,Summons / Appearance,5,195,285,285,SYNTHETIC_AUGMENTED
COHORT_2392,KERALA_DC_05,WP_C,WRIT_GENERAL,2022,Evidence / Argument,3,91,91,91,SYNTHETIC_AUGMENTED
COHORT_2393,KERALA_DC_05,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_2394,KERALA_DC_05,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_2395,KERALA_DC_05,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,3,73,73,73,SYNTHETIC_AUGMENTED
COHORT_2396,KERALA_DC_05,WP_C,WRIT_GENERAL,2022,Summons / Appearance,9,138,358,377,SYNTHETIC_AUGMENTED
COHORT_2397,KERALA_DC_05,WP_C,WRIT_GENERAL,2024,Evidence / Argument,2,374.5,349,349,SYNTHETIC_AUGMENTED
COHORT_2398,KERALA_DC_05,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_2399,KERALA_DC_05,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,3,62,62,62,SYNTHETIC_AUGMENTED
COHORT_2400,KERALA_DC_05,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,2,75.0,72,72,SYNTHETIC_AUGMENTED
COHORT_2401,KERALA_DC_05,WP_C,WRIT_GENERAL,2024,Summons / Appearance,2,163.5,88,88,SYNTHETIC_AUGMENTED
COHORT_2402,MADHYA_DC_01,BA,BAIL_GENERAL,2018,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_2403,MADHYA_DC_01,BA,BAIL_GENERAL,2018,Summons / Appearance,1,175,175,175,SYNTHETIC_AUGMENTED
COHORT_2404,MADHYA_DC_01,BA,BAIL_GENERAL,2022,Evidence / Argument,1,397,397,397,SYNTHETIC_AUGMENTED
COHORT_2405,MADHYA_DC_01,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,1,55,55,55,SYNTHETIC_AUGMENTED
COHORT_2406,MADHYA_DC_01,BA,BAIL_GENERAL,2022,Pleadings / Issues,1,89,89,89,SYNTHETIC_AUGMENTED
COHORT_2407,MADHYA_DC_01,BA,BAIL_GENERAL,2022,Summons / Appearance,8,121.5,148,189,SYNTHETIC_AUGMENTED
COHORT_2408,MADHYA_DC_01,BA,BAIL_GENERAL,2024,Evidence / Argument,2,253.0,35,35,SYNTHETIC_AUGMENTED
COHORT_2409,MADHYA_DC_01,BA,BAIL_GENERAL,2024,Summons / Appearance,3,90,90,90,SYNTHETIC_AUGMENTED
COHORT_2410,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,94,94,94,SYNTHETIC_AUGMENTED
COHORT_2411,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,3,86,86,86,SYNTHETIC_AUGMENTED
COHORT_2412,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,168,168,168,SYNTHETIC_AUGMENTED
COHORT_2413,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,93.0,59,59,SYNTHETIC_AUGMENTED
COHORT_2414,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,2,81.0,61,61,SYNTHETIC_AUGMENTED
COHORT_2415,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,101.0,54,54,SYNTHETIC_AUGMENTED
COHORT_2416,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,85,85,85,SYNTHETIC_AUGMENTED
COHORT_2417,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,129.5,80,80,SYNTHETIC_AUGMENTED
COHORT_2418,MADHYA_DC_01,CS,CPC_GENERAL,2018,Summons / Appearance,1,38,38,38,SYNTHETIC_AUGMENTED
COHORT_2419,MADHYA_DC_01,CS,CPC_GENERAL,2020,Evidence / Argument,1,280,280,280,SYNTHETIC_AUGMENTED
COHORT_2420,MADHYA_DC_01,CS,CPC_GENERAL,2020,Filing / Registration,1,15,15,15,SYNTHETIC_AUGMENTED
COHORT_2421,MADHYA_DC_01,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,50,50,50,SYNTHETIC_AUGMENTED
COHORT_2422,MADHYA_DC_01,CS,CPC_GENERAL,2020,Pleadings / Issues,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_2423,MADHYA_DC_01,CS,CPC_GENERAL,2022,Evidence / Argument,2,155.5,131,131,SYNTHETIC_AUGMENTED
COHORT_2424,MADHYA_DC_01,CS,CPC_GENERAL,2022,Filing / Registration,2,12.5,12,12,SYNTHETIC_AUGMENTED
COHORT_2425,MADHYA_DC_01,CS,CPC_GENERAL,2022,Pleadings / Issues,3,83,83,83,SYNTHETIC_AUGMENTED
COHORT_2426,MADHYA_DC_01,CS,CPC_GENERAL,2022,Summons / Appearance,4,71.5,75,75,SYNTHETIC_AUGMENTED
COHORT_2427,MADHYA_DC_01,CS,CPC_GENERAL,2024,Filing / Registration,2,36.0,22,22,SYNTHETIC_AUGMENTED
COHORT_2428,MADHYA_DC_01,CS,CPC_GENERAL,2024,Pleadings / Issues,1,88,88,88,SYNTHETIC_AUGMENTED
COHORT_2429,MADHYA_DC_01,CS,CPC_GENERAL,2024,Summons / Appearance,2,269.5,215,215,SYNTHETIC_AUGMENTED
COHORT_2430,MADHYA_DC_01,MACA,MOTOR_ACCIDENT,2018,Summons / Appearance,1,166,166,166,SYNTHETIC_AUGMENTED
COHORT_2431,MADHYA_DC_01,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,120,120,120,SYNTHETIC_AUGMENTED
COHORT_2432,MADHYA_DC_01,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,66,66,66,SYNTHETIC_AUGMENTED
COHORT_2433,MADHYA_DC_01,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,255,255,255,SYNTHETIC_AUGMENTED
COHORT_2434,MADHYA_DC_01,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,2,134.5,122,122,SYNTHETIC_AUGMENTED
COHORT_2435,MADHYA_DC_01,WP_C,WRIT_GENERAL,2022,Summons / Appearance,3,119,119,119,SYNTHETIC_AUGMENTED
COHORT_2436,MADHYA_DC_01,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,385,385,385,SYNTHETIC_AUGMENTED
COHORT_2437,MADHYA_DC_02,BA,BAIL_GENERAL,2018,Summons / Appearance,2,180.5,57,57,SYNTHETIC_AUGMENTED
COHORT_2438,MADHYA_DC_02,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_2439,MADHYA_DC_02,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,258,258,258,SYNTHETIC_AUGMENTED
COHORT_2440,MADHYA_DC_02,BA,BAIL_GENERAL,2022,Evidence / Argument,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_2441,MADHYA_DC_02,BA,BAIL_GENERAL,2022,Filing / Registration,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_2442,MADHYA_DC_02,BA,BAIL_GENERAL,2022,Pleadings / Issues,3,137,137,137,SYNTHETIC_AUGMENTED
COHORT_2443,MADHYA_DC_02,BA,BAIL_GENERAL,2022,Summons / Appearance,6,228.0,288,341,SYNTHETIC_AUGMENTED
COHORT_2444,MADHYA_DC_02,BA,BAIL_GENERAL,2024,Evidence / Argument,1,231,231,231,SYNTHETIC_AUGMENTED
COHORT_2445,MADHYA_DC_02,BA,BAIL_GENERAL,2024,Filing / Registration,1,27,27,27,SYNTHETIC_AUGMENTED
COHORT_2446,MADHYA_DC_02,BA,BAIL_GENERAL,2024,Summons / Appearance,1,170,170,170,SYNTHETIC_AUGMENTED
COHORT_2447,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,118,118,118,SYNTHETIC_AUGMENTED
COHORT_2448,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,2,93.0,38,38,SYNTHETIC_AUGMENTED
COHORT_2449,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,2,169.5,74,74,SYNTHETIC_AUGMENTED
COHORT_2450,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,285,285,285,SYNTHETIC_AUGMENTED
COHORT_2451,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,8,8,8,SYNTHETIC_AUGMENTED
COHORT_2452,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,139,139,139,SYNTHETIC_AUGMENTED
COHORT_2453,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,265,265,265,SYNTHETIC_AUGMENTED
COHORT_2454,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_2455,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,37,37,37,SYNTHETIC_AUGMENTED
COHORT_2456,MADHYA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,145.0,57,57,SYNTHETIC_AUGMENTED
COHORT_2457,MADHYA_DC_02,CS,CPC_GENERAL,2018,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_2458,MADHYA_DC_02,CS,CPC_GENERAL,2018,Summons / Appearance,1,386,386,386,SYNTHETIC_AUGMENTED
COHORT_2459,MADHYA_DC_02,CS,CPC_GENERAL,2020,Pleadings / Issues,1,97,97,97,SYNTHETIC_AUGMENTED
COHORT_2460,MADHYA_DC_02,CS,CPC_GENERAL,2022,Evidence / Argument,2,258.0,172,172,SYNTHETIC_AUGMENTED
COHORT_2461,MADHYA_DC_02,CS,CPC_GENERAL,2022,Filing / Registration,1,30,30,30,SYNTHETIC_AUGMENTED
COHORT_2462,MADHYA_DC_02,CS,CPC_GENERAL,2022,Pleadings / Issues,1,228,228,228,SYNTHETIC_AUGMENTED
COHORT_2463,MADHYA_DC_02,CS,CPC_GENERAL,2022,Summons / Appearance,2,73.5,61,61,SYNTHETIC_AUGMENTED
COHORT_2464,MADHYA_DC_02,CS,CPC_GENERAL,2024,Filing / Registration,1,9,9,9,SYNTHETIC_AUGMENTED
COHORT_2465,MADHYA_DC_02,CS,CPC_GENERAL,2024,Pleadings / Issues,1,53,53,53,SYNTHETIC_AUGMENTED
COHORT_2466,MADHYA_DC_02,CS,CPC_GENERAL,2024,Summons / Appearance,2,100.0,32,32,SYNTHETIC_AUGMENTED
COHORT_2467,MADHYA_DC_02,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,484,484,484,SYNTHETIC_AUGMENTED
COHORT_2468,MADHYA_DC_02,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,63,63,63,SYNTHETIC_AUGMENTED
COHORT_2469,MADHYA_DC_02,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,99,99,99,SYNTHETIC_AUGMENTED
COHORT_2470,MADHYA_DC_02,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,235,235,235,SYNTHETIC_AUGMENTED
COHORT_2471,MADHYA_DC_02,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,45,45,45,SYNTHETIC_AUGMENTED
COHORT_2472,MADHYA_DC_02,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_2473,MADHYA_DC_02,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,69,69,69,SYNTHETIC_AUGMENTED
