synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/DL/CRL_A/2020/005567,Delhi,Thane,DELHI_DC_04,CRL_A,CRIMINAL_APPEAL,district,2020-04-02,2020-04-14,2020-04-14,2020,2020,2327,Pending,Summons / Appearance,2026-06-29,2020-06-09,2026-08-23,SYN-BENCH-01,48,6,0,0,0,0.27,7,,UNKNOWN,LOW,LOW,0,2.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CRL_A/2020/005567"",""court_establishment"":""DELHI_DC_04"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2020-04-02"",""stage_entered_at"":""2026-06-29"",""days_in_current_stage"":48,""cohort_median_days_in_stage"":178,""stage_deviation_ratio"":0.27,""days_since_substantive_event"":6,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":2.1,""component_scores"":{""structural_deviation"":5.4,""inactivity"":2.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 48 days (0.27x cohort median of 178d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/MACA/2020/005568,Andhra Pradesh,Kolkata,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,district,2020-02-15,2020-02-21,2020-02-21,2020,2020,2374,Pending,Filing / Registration,2026-08-06,2020-04-04,2026-10-28,SYN-BENCH-11,10,52,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,10.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/MACA/2020/005568"",""court_establishment"":""ANDHRA_DC_03"",""case_type"":""MACA"",""current_stage"":""Filing / Registration"",""filing_date"":""2020-02-15"",""stage_entered_at"":""2026-08-06"",""days_in_current_stage"":10,""cohort_median_days_in_stage"":10,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":52,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":10.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":17.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Filing / Registration' for 10 days (1.0x cohort median of 10d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/CS/2024/005569,Delhi,Guntur,DELHI_DC_05,CS,CPC_GENERAL,district,2024-11-11,2024-11-17,2024-11-17,2024,2024,643,Pending,Summons / Appearance,2026-06-04,2024-12-30,2026-09-06,SYN-BENCH-01,73,17,0,0,0,0.85,2,,UNKNOWN,LOW,LOW,0,6.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CS/2024/005569"",""court_establishment"":""DELHI_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-11-11"",""stage_entered_at"":""2026-06-04"",""days_in_current_stage"":73,""cohort_median_days_in_stage"":85.5,""stage_deviation_ratio"":0.85,""days_since_substantive_event"":17,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.5,""component_scores"":{""structural_deviation"":17.0,""inactivity"":5.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 73 days (0.85x cohort median of 86d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/BA/2022/005570,Maharashtra,Guntur,MAHARA_DC_03,BA,BAIL_GENERAL,district,2022-03-09,2022-03-17,2022-03-17,2022,2022,1621,Pending,Evidence / Argument,2026-05-24,2022-04-25,2026-09-29,SYN-BENCH-04,84,61,0,0,0,0.56,11,,UNKNOWN,LOW,LOW,0,8.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2022/005570"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-03-09"",""stage_entered_at"":""2026-05-24"",""days_in_current_stage"":84,""cohort_median_days_in_stage"":149,""stage_deviation_ratio"":0.56,""days_since_substantive_event"":61,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":11,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.4,""component_scores"":{""structural_deviation"":11.2,""inactivity"":20.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 84 days (0.56x cohort median of 149d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2021/005571,Telangana,Pune,TELANG_DC_01,CS,CPC_GENERAL,district,2021-06-25,2021-07-05,2021-07-05,2021,2020,1878,Pending,Summons / Appearance,2025-10-01,2021-08-23,2026-10-19,SYN-BENCH-05,319,316,5,5,2,1.41,2,,SUMMONS_DELAY,HIGH,LOW,1,63.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2021/005571"",""court_establishment"":""TELANG_DC_01"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-06-25"",""stage_entered_at"":""2025-10-01"",""days_in_current_stage"":319,""cohort_median_days_in_stage"":225.5,""stage_deviation_ratio"":1.41,""days_since_substantive_event"":316,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":2,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":63.5,""component_scores"":{""structural_deviation"":28.2,""inactivity"":100.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 319 days (1.41x cohort median of 226d). Summons was issued with no return of service recorded over 319 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/AP/CRL_A/2022/005572,Andhra Pradesh,Jaipur,ANDHRA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022-08-15,2022-08-18,2022-08-18,2022,2022,1462,Pending,Final Arguments / Judgment,2026-06-20,2022-09-26,2026-10-15,SYN-BENCH-10,57,45,0,0,0,0.98,2,,UNKNOWN,LOW,LOW,0,9.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CRL_A/2022/005572"",""court_establishment"":""ANDHRA_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-08-15"",""stage_entered_at"":""2026-06-20"",""days_in_current_stage"":57,""cohort_median_days_in_stage"":58.0,""stage_deviation_ratio"":0.98,""days_since_substantive_event"":45,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.6,""component_scores"":{""structural_deviation"":19.6,""inactivity"":15.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 57 days (0.98x cohort median of 58d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/CS/2024/005573,Andhra Pradesh,Varanasi,ANDHRA_DC_03,CS,CPC_GENERAL,district,2024-01-23,2024-01-31,2024-01-31,2024,2024,936,Pending,Pleadings / Issues,2026-05-16,2024-03-06,2026-10-07,SYN-BENCH-11,92,50,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,10.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CS/2024/005573"",""court_establishment"":""ANDHRA_DC_03"",""case_type"":""CS"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-01-23"",""stage_entered_at"":""2026-05-16"",""days_in_current_stage"":92,""cohort_median_days_in_stage"":92,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":50,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":10.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":16.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 92 days (1.0x cohort median of 92d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2019/005574,Madhya Pradesh,Pune,MADHYA_DC_04,CRL_A,CRIMINAL_APPEAL,district,2019-10-09,2019-10-14,2019-10-14,2019,2018,2503,Pending,Summons / Appearance,2025-07-09,2019-11-02,2026-08-30,SYN-BENCH-07,403,345,4,4,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,59.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2019/005574"",""court_establishment"":""MADHYA_DC_04"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2019-10-09"",""stage_entered_at"":""2025-07-09"",""days_in_current_stage"":403,""cohort_median_days_in_stage"":403,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":345,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":1,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":59.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":100.0,""age_deviation"":0,""adjournment"":80.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 403 days (1.0x cohort median of 403d). Summons was issued with no return of service recorded over 403 days, resulting in 4 consecutive adjournments. High administrative actionability."
SYN/OT/BA/2024/005575,Rajasthan,Thane,RAJAST_DC_02,BA,BAIL_GENERAL,district,2024-03-24,2024-04-06,2024-04-06,2024,2024,875,Pending,Summons / Appearance,2026-02-11,2024-05-31,2026-08-25,SYN-BENCH-02,186,302,0,0,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,41.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/005575"",""court_establishment"":""RAJAST_DC_02"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-03-24"",""stage_entered_at"":""2026-02-11"",""days_in_current_stage"":186,""cohort_median_days_in_stage"":186,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":302,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":41.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":100.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 186 days (1.0x cohort median of 186d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/CS/2020/005576,Andhra Pradesh,Delhi,ANDHRA_DC_05,CS,CPC_GENERAL,district,2020-02-25,2020-03-02,2020-03-02,2020,2020,2364,Pending,Evidence / Argument,2026-01-03,2020-04-15,2026-09-13,SYN-BENCH-05,225,197,3,3,0,1.02,2,,WITNESS_DELAY,MEDIUM,LOW,1,38.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CS/2020/005576"",""court_establishment"":""ANDHRA_DC_05"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-02-25"",""stage_entered_at"":""2026-01-03"",""days_in_current_stage"":225,""cohort_median_days_in_stage"":220.0,""stage_deviation_ratio"":1.02,""days_since_substantive_event"":197,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""WITNESS_DELAY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":38.5,""component_scores"":{""structural_deviation"":20.4,""inactivity"":65.67,""age_deviation"":0,""adjournment"":60.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 225 days (1.02x cohort median of 220d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/MACA/2024/005577,Tamil Nadu,Thiruvananthapuram,TAMIL__DC_05,MACA,MOTOR_ACCIDENT,district,2024-02-01,2024-02-14,2024-02-14,2024,2024,927,Pending,Pleadings / Issues,2026-06-13,2024-03-18,2026-10-08,SYN-BENCH-01,64,10,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/MACA/2024/005577"",""court_establishment"":""TAMIL__DC_05"",""case_type"":""MACA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-02-01"",""stage_entered_at"":""2026-06-13"",""days_in_current_stage"":64,""cohort_median_days_in_stage"":64,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":10,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.8,""component_scores"":{""structural_deviation"":20.0,""inactivity"":3.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 64 days (1.0x cohort median of 64d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2022/005578,Telangana,Vijayawada,TELANG_DC_03,BA,BAIL_GENERAL,district,2022-07-03,2022-07-16,2022-07-16,2022,2022,1505,Pending,Pleadings / Issues,2026-06-13,2022-09-01,2026-10-06,SYN-BENCH-04,64,4,0,0,0,0.7,2,,UNKNOWN,LOW,LOW,0,4.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/005578"",""court_establishment"":""TELANG_DC_03"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2022-07-03"",""stage_entered_at"":""2026-06-13"",""days_in_current_stage"":64,""cohort_median_days_in_stage"":91.5,""stage_deviation_ratio"":0.7,""days_since_substantive_event"":4,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":4.5,""component_scores"":{""structural_deviation"":14.0,""inactivity"":1.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 64 days (0.7x cohort median of 92d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/BA/2020/005579,Maharashtra,Bhopal,MAHARA_DC_05,BA,BAIL_GENERAL,district,2020-02-01,2020-02-07,2020-02-07,2020,2020,2388,Pending,Pleadings / Issues,2026-03-30,2020-04-02,2026-10-26,SYN-BENCH-04,139,49,0,0,0,1.05,5,,UNKNOWN,LOW,LOW,0,10.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2020/005579"",""court_establishment"":""MAHARA_DC_05"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2020-02-01"",""stage_entered_at"":""2026-03-30"",""days_in_current_stage"":139,""cohort_median_days_in_stage"":133,""stage_deviation_ratio"":1.05,""days_since_substantive_event"":49,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":10.4,""component_scores"":{""structural_deviation"":21.0,""inactivity"":16.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 139 days (1.05x cohort median of 133d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/CS/2022/005580,Maharashtra,Bhopal,MAHARA_DC_05,CS,CPC_GENERAL,district,2022-12-14,2022-12-15,2022-12-15,2022,2022,1341,Pending,Evidence / Argument,2026-05-27,2022-12-31,2026-09-20,SYN-BENCH-02,81,27,0,0,0,0.47,13,,UNKNOWN,LOW,LOW,0,5.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/CS/2022/005580"",""court_establishment"":""MAHARA_DC_05"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2022-12-14"",""stage_entered_at"":""2026-05-27"",""days_in_current_stage"":81,""cohort_median_days_in_stage"":171,""stage_deviation_ratio"":0.47,""days_since_substantive_event"":27,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":13,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.1,""component_scores"":{""structural_deviation"":9.4,""inactivity"":9.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 81 days (0.47x cohort median of 171d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/MACA/2021/005581,Delhi,Guntur,DELHI_DC_01,MACA,MOTOR_ACCIDENT,district,2021-08-26,2021-09-02,2021-09-02,2021,2020,1816,Pending,Summons / Appearance,2026-01-23,2021-09-28,2026-11-04,SYN-BENCH-02,205,116,4,4,1,0.59,3,,SUMMONS_DELAY,HIGH,LOW,1,41.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/MACA/2021/005581"",""court_establishment"":""DELHI_DC_01"",""case_type"":""MACA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-08-26"",""stage_entered_at"":""2026-01-23"",""days_in_current_stage"":205,""cohort_median_days_in_stage"":348,""stage_deviation_ratio"":0.59,""days_since_substantive_event"":116,""adjournment_streak"":4,""adjournment_count"":4,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":41.2,""component_scores"":{""structural_deviation"":11.8,""inactivity"":38.67,""age_deviation"":0,""adjournment"":80.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 205 days (0.59x cohort median of 348d). Summons was issued with no return of service recorded over 205 days, resulting in 4 consecutive adjournments. High administrative actionability."
