synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/KL/WP_C/2022/003982,Kerala,Kochi,KERALA_DC_04,WP_C,district,2022,1664,Pleadings / Issues,2,0,0
SYN/OT/CRL_A/2019/003983,Haryana,Pune,HARYAN_DC_01,CRL_A,district,2019,2683,Pleadings / Issues,2,0,0
SYN/OT/CS/2023/003984,Madhya Pradesh,Lucknow,MADHYA_DC_04,CS,district,2023,1255,Filing / Registration,2,2,1
SYN/OT/WP_C/2023/003985,Assam,Thiruvananthapuram,ASSAM_DC_03,WP_C,district,2023,1098,Evidence / Argument,2,1,1
SYN/DL/WP_C/2023/003986,Delhi,Jaipur,DELHI_DC_01,WP_C,district,2023,1189,Summons / Appearance,5,3,1
SYN/DL/CS/2023/003987,Delhi,Bhopal,DELHI_DC_01,CS,district,2023,1258,Evidence / Argument,2,1,0
SYN/DL/BA/2019/003988,Delhi,Delhi,DELHI_DC_05,BA,district,2019,2467,Evidence / Argument,2,1,1
SYN/DL/CS/2024/003989,Delhi,Thane,DELHI_DC_04,CS,district,2024,674,Summons / Appearance,2,0,0
SYN/KL/CS/2021/003990,Kerala,Vijayawada,KERALA_DC_02,CS,district,2021,1742,Summons / Appearance,1,0,0
SYN/KL/BA/2022/003991,Kerala,Pune,KERALA_DC_05,BA,district,2022,1393,Pleadings / Issues,0,0,0
SYN/OT/BA/2023/003992,Odisha,Delhi,ODISHA_DC_05,BA,district,2023,1199,Summons / Appearance,5,0,1
SYN/MH/CRL_A/2019/003993,Maharashtra,Thiruvananthapuram,MAHARA_DC_04,CRL_A,district,2019,2747,Final Arguments / Judgment,2,0,0
SYN/OT/WP_C/2018/003994,Haryana,Pune,HARYAN_DC_01,WP_C,district,2018,3009,Pleadings / Issues,1,0,0
SYN/OT/CS/2023/003995,Madhya Pradesh,Jaipur,MADHYA_DC_02,CS,district,2023,1243,Summons / Appearance,4,2,1
SYN/DL/MACA/2021/003996,Delhi,Guntur,DELHI_DC_04,MACA,district,2021,1797,Summons / Appearance,3,2,1
SYN/OT/WP_C/2021/003997,Gujarat,Vijayawada,GUJARA_DC_02,WP_C,district,2021,1799,Pleadings / Issues,2,1,0
SYN/UP/CRL_A/2023/003998,Uttar Pradesh,Delhi,UTTAR__DC_04,CRL_A,district,2023,1021,Summons / Appearance,4,1,0
SYN/OT/BA/2023/003999,Assam,Kolkata,ASSAM_DC_01,BA,district,2023,1308,Summons / Appearance,3,1,1
SYN/DL/CS/2022/004000,Delhi,Thiruvananthapuram,DELHI_DC_02,CS,district,2022,1624,Final Arguments / Judgment,1,0,1
SYN/AP/BA/2024/004001,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_01,BA,district,2024,826,Pleadings / Issues,3,1,0
SYN/KL/BA/2023/004002,Kerala,Varanasi,KERALA_DC_03,BA,district,2023,1280,Summons / Appearance,4,1,1
SYN/OT/BA/2022/004003,Rajasthan,Bhopal,RAJAST_DC_04,BA,district,2022,1498,Evidence / Argument,1,1,1
SYN/OT/WP_C/2019/004004,Tamil Nadu,Jaipur,TAMIL__DC_04,WP_C,district,2019,2736,Evidence / Argument,1,0,0
SYN/OT/BA/2021/004005,Assam,Delhi,ASSAM_DC_02,BA,district,2021,2032,Pleadings / Issues,0,1,0
SYN/MH/CS/2021/004006,Maharashtra,Thane,MAHARA_DC_05,CS,district,2021,2049,Summons / Appearance,3,1,1
SYN/OT/WP_C/2021/004007,Punjab,Thiruvananthapuram,PUNJAB_DC_03,WP_C,district,2021,1882,Pleadings / Issues,2,0,0
SYN/OT/WP_C/2022/004008,Tamil Nadu,Kolkata,TAMIL__DC_02,WP_C,district,2022,1462,Final Arguments / Judgment,0,2,1
SYN/OT/CS/2023/004009,Tamil Nadu,Kolkata,TAMIL__DC_04,CS,district,2023,962,Evidence / Argument,7,0,0
SYN/KL/CRL_A/2023/004010,Kerala,Bhopal,KERALA_DC_02,CRL_A,district,2023,1317,Evidence / Argument,5,0,0
SYN/DL/CS/2022/004011,Delhi,Delhi,DELHI_DC_03,CS,district,2022,1559,Final Arguments / Judgment,0,1,1
SYN/OT/CS/2024/004012,Madhya Pradesh,Thane,MADHYA_DC_05,CS,district,2024,665,Pleadings / Issues,2,2,1
SYN/OT/CS/2020/004013,Bihar,Thane,BIHAR_DC_03,CS,district,2020,2288,Pleadings / Issues,3,1,0
SYN/OT/BA/2023/004014,Haryana,Thane,HARYAN_DC_02,BA,district,2023,1210,Summons / Appearance,2,1,0
SYN/KL/BA/2022/004015,Kerala,Delhi,KERALA_DC_03,BA,district,2022,1363,Pleadings / Issues,3,0,0
SYN/MH/WP_C/2023/004016,Maharashtra,Kolkata,MAHARA_DC_05,WP_C,district,2023,989,Final Arguments / Judgment,1,0,0
SYN/OT/CRL_A/2023/004017,Punjab,Lucknow,PUNJAB_DC_05,CRL_A,district,2023,1081,Pleadings / Issues,3,0,0
SYN/DL/BA/2018/004018,Delhi,Kochi,DELHI_DC_05,BA,district,2018,3109,Final Arguments / Judgment,2,0,0
SYN/UP/BA/2020/004019,Uttar Pradesh,Lucknow,UTTAR__DC_03,BA,district,2020,2284,Filing / Registration,0,0,0
SYN/MH/WP_C/2023/004020,Maharashtra,Delhi,MAHARA_DC_01,WP_C,district,2023,1078,Evidence / Argument,5,1,0
SYN/OT/BA/2022/004021,Haryana,Delhi,HARYAN_DC_02,BA,district,2022,1326,Pleadings / Issues,0,0,0
SYN/OT/WP_C/2021/004022,West Bengal,Kochi,WEST_B_DC_02,WP_C,district,2021,1924,Evidence / Argument,1,0,0
SYN/OT/CS/2024/004023,Haryana,Delhi,HARYAN_DC_05,CS,district,2024,819,Evidence / Argument,2,1,1
SYN/OT/CRL_A/2023/004024,Madhya Pradesh,Pune,MADHYA_DC_05,CRL_A,district,2023,1015,Final Arguments / Judgment,2,0,0
SYN/OT/CRL_A/2024/004025,Tamil Nadu,Kochi,TAMIL__DC_04,CRL_A,district,2024,944,Pleadings / Issues,4,0,0
SYN/DL/WP_C/2023/004026,Delhi,Kolkata,DELHI_DC_05,WP_C,district,2023,1265,Final Arguments / Judgment,1,0,0
SYN/DL/MACA/2024/004027,Delhi,Kochi,DELHI_DC_04,MACA,district,2024,837,Final Arguments / Judgment,2,0,0
SYN/AP/CS/2021/004028,Andhra Pradesh,Thane,ANDHRA_DC_05,CS,district,2021,2030,Summons / Appearance,4,1,1
SYN/DL/CS/2023/004029,Delhi,Kolkata,DELHI_DC_02,CS,district,2023,1154,Final Arguments / Judgment,2,0,0
SYN/OT/BA/2022/004030,Bihar,Bhopal,BIHAR_DC_01,BA,district,2022,1665,Summons / Appearance,1,1,1
SYN/AP/CS/2022/004031,Andhra Pradesh,Kochi,ANDHRA_DC_04,CS,district,2022,1463,Evidence / Argument,1,0,0
SYN/DL/MACA/2021/004032,Delhi,Kolkata,DELHI_DC_05,MACA,district,2021,2040,Summons / Appearance,3,0,0
SYN/KL/CRL_A/2023/004033,Kerala,Pune,KERALA_DC_05,CRL_A,district,2023,1223,Pleadings / Issues,1,1,0
SYN/AP/BA/2021/004034,Andhra Pradesh,Bhopal,ANDHRA_DC_01,BA,district,2021,1718,Pleadings / Issues,3,1,0
SYN/MH/CS/2024/004035,Maharashtra,Kochi,MAHARA_DC_01,CS,district,2024,795,Summons / Appearance,5,2,1
SYN/KL/CS/2018/004036,Kerala,Delhi,KERALA_DC_01,CS,district,2018,3126,Evidence / Argument,0,1,0
SYN/OT/CS/2021/004037,Jharkhand,Thane,JHARKH_DC_03,CS,district,2021,1919,Summons / Appearance,2,0,1
SYN/DL/WP_C/2024/004038,Delhi,Thane,DELHI_DC_04,WP_C,district,2024,865,Final Arguments / Judgment,2,0,0
SYN/MH/BA/2022/004039,Maharashtra,Kolkata,MAHARA_DC_05,BA,district,2022,1492,Final Arguments / Judgment,1,1,0
SYN/OT/CRL_A/2022/004040,Madhya Pradesh,Thane,MADHYA_DC_04,CRL_A,district,2022,1575,Summons / Appearance,1,0,0
SYN/OT/BA/2023/004041,Chhattisgarh,Guntur,CHHATT_DC_03,BA,district,2023,1234,Pleadings / Issues,3,1,0
SYN/MH/BA/2019/004042,Maharashtra,Kochi,MAHARA_DC_05,BA,district,2019,2650,Pleadings / Issues,1,0,1
SYN/UP/BA/2021/004043,Uttar Pradesh,Kolkata,UTTAR__DC_04,BA,district,2021,1971,Evidence / Argument,2,0,1
SYN/OT/CS/2023/004044,Assam,Guntur,ASSAM_DC_04,CS,district,2023,1133,Evidence / Argument,0,0,0
SYN/OT/BA/2020/004045,Bihar,Kochi,BIHAR_DC_04,BA,district,2020,2251,Final Arguments / Judgment,2,0,0
SYN/UP/CS/2023/004046,Uttar Pradesh,Bhopal,UTTAR__DC_02,CS,district,2023,1236,Filing / Registration,1,0,0
SYN/OT/BA/2022/004047,West Bengal,Vijayawada,WEST_B_DC_03,BA,district,2022,1386,Pleadings / Issues,1,1,1
SYN/OT/CRL_A/2022/004048,Gujarat,Kochi,GUJARA_DC_02,CRL_A,district,2022,1508,Summons / Appearance,4,0,0
SYN/MH/CRL_A/2023/004049,Maharashtra,Guntur,MAHARA_DC_02,CRL_A,district,2023,1116,Summons / Appearance,2,0,0
SYN/UP/BA/2020/004050,Uttar Pradesh,Pune,UTTAR__DC_04,BA,district,2020,2076,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2021/004051,Jharkhand,Pune,JHARKH_DC_03,CRL_A,district,2021,1872,Summons / Appearance,6,0,1
SYN/MH/BA/2020/004052,Maharashtra,Kolkata,MAHARA_DC_02,BA,district,2020,2244,Summons / Appearance,2,0,1
SYN/AP/CS/2024/004053,Andhra Pradesh,Guntur,ANDHRA_DC_02,CS,district,2024,869,Summons / Appearance,4,0,1
SYN/MH/CS/2023/004054,Maharashtra,Guntur,MAHARA_DC_02,CS,district,2023,1177,Summons / Appearance,0,0,0
SYN/OT/CS/2019/004055,Chhattisgarh,Lucknow,CHHATT_DC_05,CS,district,2019,2681,Filing / Registration,2,0,0
SYN/DL/CRL_A/2024/004056,Delhi,Lucknow,DELHI_DC_01,CRL_A,district,2024,879,Pleadings / Issues,4,0,0
SYN/KL/WP_C/2023/004057,Kerala,Delhi,KERALA_DC_03,WP_C,district,2023,1036,Final Arguments / Judgment,0,3,1
SYN/OT/CS/2024/004058,Haryana,Kochi,HARYAN_DC_01,CS,district,2024,821,Pleadings / Issues,2,1,0
SYN/DL/BA/2022/004059,Delhi,Jaipur,DELHI_DC_02,BA,district,2022,1407,Summons / Appearance,1,0,0
SYN/UP/WP_C/2022/004060,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,WP_C,district,2022,1491,Summons / Appearance,4,1,1
SYN/UP/CS/2021/004061,Uttar Pradesh,Bhopal,UTTAR__DC_02,CS,district,2021,1778,Summons / Appearance,6,1,1
SYN/AP/MACA/2020/004062,Andhra Pradesh,Guntur,ANDHRA_DC_02,MACA,district,2020,2168,Evidence / Argument,1,2,1
SYN/OT/WP_C/2019/004063,Tamil Nadu,Guntur,TAMIL__DC_03,WP_C,district,2019,2680,Summons / Appearance,1,1,0
SYN/MH/CS/2022/004064,Maharashtra,Guntur,MAHARA_DC_03,CS,district,2022,1466,Pleadings / Issues,2,0,0
SYN/KL/CRL_A/2023/004065,Kerala,Thane,KERALA_DC_01,CRL_A,district,2023,1084,Summons / Appearance,3,0,0
SYN/MH/BA/2023/004066,Maharashtra,Delhi,MAHARA_DC_02,BA,district,2023,981,Pleadings / Issues,1,0,0
SYN/OT/BA/2018/004067,Madhya Pradesh,Vijayawada,MADHYA_DC_02,BA,district,2018,2891,Summons / Appearance,3,2,1
SYN/OT/CS/2023/004068,Haryana,Pune,HARYAN_DC_04,CS,district,2023,961,Filing / Registration,1,1,0
SYN/MH/CRL_A/2023/004069,Maharashtra,Jaipur,MAHARA_DC_02,CRL_A,district,2023,1287,Filing / Registration,1,1,0
SYN/OT/CS/2022/004070,Tamil Nadu,Guntur,TAMIL__DC_01,CS,district,2022,1350,Pleadings / Issues,2,0,0
SYN/UP/WP_C/2024/004071,Uttar Pradesh,Vijayawada,UTTAR__DC_05,WP_C,district,2024,953,Filing / Registration,0,1,0
SYN/KL/BA/2021/004072,Kerala,Lucknow,KERALA_DC_03,BA,district,2021,1793,Evidence / Argument,1,0,0
SYN/OT/BA/2024/004073,Karnataka,Jaipur,KARNAT_DC_05,BA,district,2024,664,Summons / Appearance,3,1,1
SYN/MH/CRL_A/2023/004074,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,CRL_A,district,2023,1207,Summons / Appearance,3,0,0
SYN/MH/WP_C/2022/004075,Maharashtra,Vijayawada,MAHARA_DC_03,WP_C,district,2022,1420,Evidence / Argument,2,0,0
SYN/MH/MACA/2024/004076,Maharashtra,Guntur,MAHARA_DC_04,MACA,district,2024,618,Summons / Appearance,1,1,0
SYN/AP/BA/2024/004077,Andhra Pradesh,Pune,ANDHRA_DC_03,BA,district,2024,799,Summons / Appearance,0,1,0
SYN/OT/CRL_A/2022/004078,Jharkhand,Guntur,JHARKH_DC_02,CRL_A,district,2022,1559,Evidence / Argument,3,0,0
SYN/AP/CS/2021/004079,Andhra Pradesh,Vijayawada,ANDHRA_DC_03,CS,district,2021,1745,Evidence / Argument,3,0,0
SYN/DL/BA/2020/004080,Delhi,Thane,DELHI_DC_04,BA,district,2020,2061,Summons / Appearance,2,0,0
SYN/OT/CS/2021/004081,Odisha,Jaipur,ODISHA_DC_05,CS,district,2021,1792,Evidence / Argument,1,0,0
SYN/AP/WP_C/2024/004082,Andhra Pradesh,Lucknow,ANDHRA_DC_02,WP_C,district,2024,951,Evidence / Argument,1,0,1
SYN/OT/MACA/2022/004083,Assam,Varanasi,ASSAM_DC_02,MACA,district,2022,1637,Pleadings / Issues,1,0,0
SYN/UP/WP_C/2022/004084,Uttar Pradesh,Guntur,UTTAR__DC_04,WP_C,district,2022,1672,Summons / Appearance,3,3,1
SYN/DL/CS/2021/004085,Delhi,Pune,DELHI_DC_02,CS,district,2021,1872,Summons / Appearance,2,0,0
SYN/KL/CS/2024/004086,Kerala,Lucknow,KERALA_DC_04,CS,district,2024,668,Final Arguments / Judgment,1,0,0
SYN/MH/WP_C/2024/004087,Maharashtra,Kochi,MAHARA_DC_02,WP_C,district,2024,843,Summons / Appearance,3,2,1
SYN/AP/CS/2022/004088,Andhra Pradesh,Pune,ANDHRA_DC_01,CS,district,2022,1330,Summons / Appearance,1,0,1
SYN/UP/BA/2021/004089,Uttar Pradesh,Varanasi,UTTAR__DC_03,BA,district,2021,1699,Summons / Appearance,1,2,1
SYN/OT/CS/2024/004090,Jharkhand,Pune,JHARKH_DC_01,CS,district,2024,816,Pleadings / Issues,0,0,0
SYN/OT/BA/2024/004091,West Bengal,Delhi,WEST_B_DC_03,BA,district,2024,731,Summons / Appearance,4,1,1
SYN/OT/CS/2020/004092,Assam,Varanasi,ASSAM_DC_01,CS,district,2020,2104,Pleadings / Issues,1,0,1
SYN/UP/BA/2024/004093,Uttar Pradesh,Bhopal,UTTAR__DC_01,BA,district,2024,954,Summons / Appearance,1,4,1
SYN/MH/BA/2024/004094,Maharashtra,Varanasi,MAHARA_DC_03,BA,district,2024,658,Pleadings / Issues,1,1,0
SYN/KL/BA/2021/004095,Kerala,Delhi,KERALA_DC_05,BA,district,2021,2018,Evidence / Argument,1,1,0
SYN/KL/WP_C/2023/004096,Kerala,Vijayawada,KERALA_DC_03,WP_C,district,2023,1147,Final Arguments / Judgment,0,0,0
SYN/MH/BA/2022/004097,Maharashtra,Bhopal,MAHARA_DC_01,BA,district,2022,1535,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2021/004098,Tamil Nadu,Thane,TAMIL__DC_02,CRL_A,district,2021,1889,Pleadings / Issues,4,0,0
SYN/OT/CRL_A/2021/004099,Odisha,Thane,ODISHA_DC_05,CRL_A,district,2021,1839,Summons / Appearance,5,1,1
SYN/OT/CRL_A/2023/004100,Jharkhand,Guntur,JHARKH_DC_05,CRL_A,district,2023,959,Evidence / Argument,1,1,1
SYN/KL/BA/2020/004101,Kerala,Guntur,KERALA_DC_01,BA,district,2020,2246,Final Arguments / Judgment,0,0,0
SYN/OT/BA/2020/004102,Assam,Guntur,ASSAM_DC_02,BA,district,2020,2282,Filing / Registration,2,1,0
SYN/KL/BA/2022/004103,Kerala,Guntur,KERALA_DC_05,BA,district,2022,1571,Filing / Registration,1,0,0
SYN/UP/WP_C/2024/004104,Uttar Pradesh,Varanasi,UTTAR__DC_05,WP_C,district,2024,737,Final Arguments / Judgment,4,0,0
SYN/OT/CS/2024/004105,Jharkhand,Lucknow,JHARKH_DC_04,CS,district,2024,625,Evidence / Argument,1,0,0
SYN/OT/MACA/2023/004106,Karnataka,Thane,KARNAT_DC_02,MACA,district,2023,1321,Filing / Registration,1,1,1
SYN/OT/CRL_A/2024/004107,Assam,Kochi,ASSAM_DC_01,CRL_A,district,2024,681,Pleadings / Issues,1,1,0
SYN/MH/CS/2023/004108,Maharashtra,Guntur,MAHARA_DC_02,CS,district,2023,1075,Evidence / Argument,1,0,0
SYN/AP/MACA/2022/004109,Andhra Pradesh,Guntur,ANDHRA_DC_04,MACA,district,2022,1447,Pleadings / Issues,1,4,1
SYN/MH/BA/2023/004110,Maharashtra,Kochi,MAHARA_DC_03,BA,district,2023,1268,Evidence / Argument,4,1,1
SYN/DL/BA/2018/004111,Delhi,Thiruvananthapuram,DELHI_DC_04,BA,district,2018,2991,Pleadings / Issues,1,1,0
SYN/OT/MACA/2021/004112,Chhattisgarh,Pune,CHHATT_DC_05,MACA,district,2021,2051,Summons / Appearance,2,0,0
SYN/KL/CS/2022/004113,Kerala,Delhi,KERALA_DC_03,CS,district,2022,1375,Evidence / Argument,2,1,1
SYN/KL/WP_C/2023/004114,Kerala,Pune,KERALA_DC_03,WP_C,district,2023,1255,Pleadings / Issues,1,2,1
SYN/OT/WP_C/2022/004115,Haryana,Thiruvananthapuram,HARYAN_DC_03,WP_C,district,2022,1359,Summons / Appearance,1,0,0
SYN/KL/WP_C/2024/004116,Kerala,Thane,KERALA_DC_04,WP_C,district,2024,618,Evidence / Argument,2,0,0
SYN/OT/CS/2023/004117,Bihar,Bhopal,BIHAR_DC_03,CS,district,2023,1095,Final Arguments / Judgment,0,0,1
SYN/DL/CS/2023/004118,Delhi,Kochi,DELHI_DC_04,CS,district,2023,1189,Pleadings / Issues,2,0,0
SYN/MH/WP_C/2024/004119,Maharashtra,Jaipur,MAHARA_DC_04,WP_C,district,2024,694,Evidence / Argument,1,0,0
SYN/KL/CS/2019/004120,Kerala,Guntur,KERALA_DC_05,CS,district,2019,2589,Evidence / Argument,0,0,1
SYN/MH/BA/2022/004121,Maharashtra,Kochi,MAHARA_DC_04,BA,district,2022,1507,Final Arguments / Judgment,4,0,0
SYN/OT/CS/2024/004122,Madhya Pradesh,Varanasi,MADHYA_DC_02,CS,district,2024,676,Pleadings / Issues,1,1,0
SYN/MH/CS/2022/004123,Maharashtra,Guntur,MAHARA_DC_04,CS,district,2022,1357,Summons / Appearance,3,0,1
SYN/OT/WP_C/2019/004124,Haryana,Bhopal,HARYAN_DC_05,WP_C,district,2019,2728,Final Arguments / Judgment,1,0,0
SYN/OT/CS/2024/004125,Gujarat,Vijayawada,GUJARA_DC_05,CS,district,2024,948,Evidence / Argument,4,0,1
SYN/MH/CS/2018/004126,Maharashtra,Vijayawada,MAHARA_DC_05,CS,district,2018,2803,Summons / Appearance,6,1,1
SYN/UP/WP_C/2021/004127,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,WP_C,district,2021,1872,Final Arguments / Judgment,4,0,0
SYN/MH/BA/2022/004128,Maharashtra,Guntur,MAHARA_DC_04,BA,district,2022,1345,Summons / Appearance,1,0,0
SYN/KL/BA/2020/004129,Kerala,Vijayawada,KERALA_DC_01,BA,district,2020,2079,Evidence / Argument,2,1,1
SYN/KL/BA/2021/004130,Kerala,Delhi,KERALA_DC_04,BA,district,2021,1902,Filing / Registration,4,0,0
SYN/UP/CRL_A/2022/004131,Uttar Pradesh,Vijayawada,UTTAR__DC_02,CRL_A,district,2022,1596,Pleadings / Issues,3,0,0
SYN/OT/CRL_A/2024/004132,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_05,CRL_A,district,2024,956,Final Arguments / Judgment,1,0,1
SYN/OT/CS/2024/004133,Punjab,Kochi,PUNJAB_DC_05,CS,district,2024,914,Final Arguments / Judgment,1,0,1
SYN/OT/CS/2022/004134,Haryana,Bhopal,HARYAN_DC_02,CS,district,2022,1544,Pleadings / Issues,4,0,0
SYN/UP/CRL_A/2020/004135,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,CRL_A,district,2020,2240,Evidence / Argument,2,1,1
SYN/OT/MACA/2024/004136,Rajasthan,Thiruvananthapuram,RAJAST_DC_05,MACA,district,2024,955,Pleadings / Issues,1,0,0
SYN/MH/CRL_A/2024/004137,Maharashtra,Delhi,MAHARA_DC_01,CRL_A,district,2024,620,Evidence / Argument,2,0,0
SYN/UP/CS/2020/004138,Uttar Pradesh,Guntur,UTTAR__DC_05,CS,district,2020,2118,Summons / Appearance,1,0,0
SYN/MH/CS/2024/004139,Maharashtra,Guntur,MAHARA_DC_04,CS,district,2024,692,Final Arguments / Judgment,3,0,0
SYN/AP/BA/2021/004140,Andhra Pradesh,Jaipur,ANDHRA_DC_02,BA,district,2021,2030,Filing / Registration,3,1,0
SYN/OT/MACA/2018/004141,Chhattisgarh,Guntur,CHHATT_DC_01,MACA,district,2018,2864,Pleadings / Issues,2,1,0
SYN/DL/CRL_A/2023/004142,Delhi,Thane,DELHI_DC_04,CRL_A,district,2023,1300,Filing / Registration,4,0,0
SYN/KL/CS/2020/004143,Kerala,Guntur,KERALA_DC_02,CS,district,2020,2245,Summons / Appearance,6,3,1
SYN/MH/CRL_A/2023/004144,Maharashtra,Kolkata,MAHARA_DC_01,CRL_A,district,2023,1084,Evidence / Argument,2,1,0
SYN/UP/WP_C/2022/004145,Uttar Pradesh,Vijayawada,UTTAR__DC_01,WP_C,district,2022,1603,Summons / Appearance,0,0,0
SYN/OT/CS/2023/004146,Madhya Pradesh,Jaipur,MADHYA_DC_03,CS,district,2023,1146,Summons / Appearance,4,2,1
SYN/OT/BA/2023/004147,Chhattisgarh,Varanasi,CHHATT_DC_02,BA,district,2023,1188,Evidence / Argument,1,1,1
SYN/DL/CS/2023/004148,Delhi,Bhopal,DELHI_DC_04,CS,district,2023,1083,Summons / Appearance,5,1,1
SYN/MH/CRL_A/2023/004149,Maharashtra,Thiruvananthapuram,MAHARA_DC_02,CRL_A,district,2023,1287,Evidence / Argument,3,0,0
SYN/OT/CS/2021/004150,Odisha,Guntur,ODISHA_DC_02,CS,district,2021,1751,Evidence / Argument,1,2,1
SYN/KL/CS/2019/004151,Kerala,Varanasi,KERALA_DC_03,CS,district,2019,2734,Pleadings / Issues,0,1,0
SYN/MH/MACA/2024/004152,Maharashtra,Vijayawada,MAHARA_DC_02,MACA,district,2024,818,Summons / Appearance,2,0,0
SYN/OT/CS/2022/004153,Assam,Lucknow,ASSAM_DC_04,CS,district,2022,1579,Pleadings / Issues,2,0,0
SYN/UP/WP_C/2022/004154,Uttar Pradesh,Lucknow,UTTAR__DC_04,WP_C,district,2022,1545,Summons / Appearance,3,0,0
SYN/UP/CRL_A/2022/004155,Uttar Pradesh,Kolkata,UTTAR__DC_03,CRL_A,district,2022,1559,Evidence / Argument,2,0,0
SYN/AP/WP_C/2023/004156,Andhra Pradesh,Vijayawada,ANDHRA_DC_02,WP_C,district,2023,1038,Evidence / Argument,0,0,0
SYN/OT/WP_C/2024/004157,Haryana,Kochi,HARYAN_DC_04,WP_C,district,2024,782,Final Arguments / Judgment,1,2,1
SYN/AP/BA/2024/004158,Andhra Pradesh,Varanasi,ANDHRA_DC_05,BA,district,2024,787,Evidence / Argument,3,1,0
SYN/MH/BA/2023/004159,Maharashtra,Thane,MAHARA_DC_02,BA,district,2023,1122,Pleadings / Issues,2,0,0
SYN/MH/CRL_A/2021/004160,Maharashtra,Guntur,MAHARA_DC_01,CRL_A,district,2021,1691,Summons / Appearance,5,3,1
SYN/MH/CS/2022/004161,Maharashtra,Lucknow,MAHARA_DC_02,CS,district,2022,1360,Summons / Appearance,3,1,1
SYN/AP/CS/2023/004162,Andhra Pradesh,Thane,ANDHRA_DC_05,CS,district,2023,985,Evidence / Argument,2,1,1
SYN/AP/BA/2023/004163,Andhra Pradesh,Kochi,ANDHRA_DC_04,BA,district,2023,1246,Final Arguments / Judgment,2,1,1
SYN/UP/MACA/2023/004164,Uttar Pradesh,Kolkata,UTTAR__DC_04,MACA,district,2023,1033,Pleadings / Issues,0,1,0
SYN/MH/CRL_A/2024/004165,Maharashtra,Varanasi,MAHARA_DC_01,CRL_A,district,2024,804,Pleadings / Issues,1,0,0
SYN/KL/BA/2024/004166,Kerala,Kochi,KERALA_DC_05,BA,district,2024,716,Filing / Registration,4,0,0
SYN/OT/BA/2022/004167,Haryana,Thiruvananthapuram,HARYAN_DC_05,BA,district,2022,1547,Pleadings / Issues,0,0,0
SYN/AP/CRL_A/2023/004168,Andhra Pradesh,Thane,ANDHRA_DC_05,CRL_A,district,2023,1079,Pleadings / Issues,3,0,1
SYN/OT/CS/2022/004169,Madhya Pradesh,Bhopal,MADHYA_DC_03,CS,district,2022,1390,Summons / Appearance,4,3,1
SYN/UP/BA/2022/004170,Uttar Pradesh,Thane,UTTAR__DC_04,BA,district,2022,1540,Evidence / Argument,3,1,1
SYN/OT/CS/2024/004171,Haryana,Kolkata,HARYAN_DC_05,CS,district,2024,812,Final Arguments / Judgment,1,0,0
SYN/KL/CS/2019/004172,Kerala,Bhopal,KERALA_DC_04,CS,district,2019,2555,Summons / Appearance,0,1,0
SYN/MH/CRL_A/2020/004173,Maharashtra,Varanasi,MAHARA_DC_01,CRL_A,district,2020,2395,Evidence / Argument,1,0,0
SYN/OT/CS/2022/004174,Chhattisgarh,Kolkata,CHHATT_DC_04,CS,district,2022,1498,Summons / Appearance,6,0,1
SYN/OT/CS/2024/004175,West Bengal,Lucknow,WEST_B_DC_03,CS,district,2024,895,Summons / Appearance,4,0,1
SYN/DL/WP_C/2021/004176,Delhi,Lucknow,DELHI_DC_02,WP_C,district,2021,1877,Summons / Appearance,4,0,0
SYN/OT/BA/2022/004177,Haryana,Vijayawada,HARYAN_DC_01,BA,district,2022,1455,Pleadings / Issues,1,0,0
SYN/MH/CRL_A/2023/004178,Maharashtra,Jaipur,MAHARA_DC_04,CRL_A,district,2023,1249,Filing / Registration,1,1,1
SYN/UP/WP_C/2024/004179,Uttar Pradesh,Lucknow,UTTAR__DC_02,WP_C,district,2024,856,Summons / Appearance,1,0,0
SYN/OT/BA/2023/004180,Madhya Pradesh,Kolkata,MADHYA_DC_03,BA,district,2023,1260,Summons / Appearance,3,0,1
SYN/OT/BA/2023/004181,Karnataka,Lucknow,KARNAT_DC_03,BA,district,2023,1256,Evidence / Argument,1,0,1
SYN/OT/BA/2021/004182,Rajasthan,Thane,RAJAST_DC_05,BA,district,2021,2041,Summons / Appearance,2,1,1
SYN/MH/CRL_A/2023/004183,Maharashtra,Thane,MAHARA_DC_02,CRL_A,district,2023,1016,Pleadings / Issues,1,0,0
SYN/KL/WP_C/2022/004184,Kerala,Thane,KERALA_DC_04,WP_C,district,2022,1491,Evidence / Argument,3,0,0
SYN/OT/CRL_A/2020/004185,West Bengal,Kolkata,WEST_B_DC_01,CRL_A,district,2020,2248,Evidence / Argument,1,1,1
SYN/OT/CS/2021/004186,Haryana,Kochi,HARYAN_DC_03,CS,district,2021,1955,Pleadings / Issues,4,1,0
